,Ground Truths,Max Log-Like,Best b,Best phi
0,1234,-59.22716539362844,0.5875064311761777,1.3471087770438623
1,1243,-58.17636384913108,0.6515486735860038,1.5207802274473328
2,1324,-58.65760566907039,0.5814686129682659,1.3914498568129487
3,1342,-58.391825698639394,0.6044561651403607,1.449123098985222
4,1423,-58.695565637206684,0.6585205713526632,1.4762670318332174
5,1432,-59.12896152350367,0.6388402015296921,1.4181284885471725
6,2134,-66.10610215582682,-0.16958890989559455,0.13906155125530695
7,2143,-66.62539821800891,0.25228487814010353,0.10150920673467458
8,2314,-64.08803900626609,0.7290290560624316,-0.9165848901431133
9,2341,-64.72299013704296,1.4242744082823198,0.2726565054065364
10,2413,-63.683845746790695,0.592484752273129,-0.9486835060490091
11,2431,-64.59735212769534,1.5604230252551978,0.24005073909568514
12,3124,-65.37761114830346,-0.37911972099573227,0.16853103619435933
13,3142,-65.70633773060874,-0.24319322898126083,0.1656927823870994
14,3214,-64.3442635235251,0.7510888325524933,-0.8487552135082614
15,3241,-64.86577433744667,1.384048863284383,0.276611862755798
16,3412,-64.20152503382394,0.686900113379942,-0.9128028309773681
17,3421,-65.06140831343295,1.4523390009411483,0.24032068315685404
18,4123,-65.76371548031723,0.8276095079768736,-0.47558804864653614
19,4132,-65.40996267505174,0.8621451052584277,-0.5258442326044868
20,4213,-61.47878718857503,0.6119368665257551,-1.3233555513718211
21,4231,-65.0969616221479,1.6162331079192218,0.19831025520084958
22,4312,-59.94090306014834,0.6624472216632329,-1.6012126666034596
23,4321,-65.54610957795217,1.5780999953427473,0.17588012993719548
