,Ground Truths,Max Log-Like,Best b,Best phi
0,43251,-469.17419079264,0.3333333333333333,0.0
1,43215,-469.17419079264,0.3333333333333333,0.0
2,43521,-469.17419079264,0.3333333333333333,0.0
3,43512,-456.3029556203383,0.0,0.2549988111691818
4,43125,-440.99254488251313,0.0,0.3845563749077051
5,43152,-420.2343267529269,0.0,0.5203760454652607
6,42351,-469.17419079264,0.3333333333333333,0.0
7,42315,-469.17419079264,0.3333333333333333,0.0
8,42531,-469.17419079264,0.3333333333333333,0.0
9,42513,-469.17419079264,0.3333333333333333,0.0
10,42135,-469.17419079264,0.3333333333333333,0.0
11,42153,-469.17419079264,0.3333333333333333,0.0
12,45321,-469.17419079264,0.3333333333333333,0.0
13,45312,-469.17419079264,0.3333333333333333,0.0
14,45231,-469.17419079264,0.3333333333333333,0.0
15,45213,-469.17419079264,0.3333333333333333,0.0
16,45132,-456.80777027456304,0.0,0.24979557954682652
17,45123,-469.17419079264,0.3333333333333333,0.0
18,41325,-401.937601631994,0.0,0.6248657204266299
19,41352,-369.3622010056615,0.0,0.7965429534820522
20,41235,-447.46432095696383,0.0,0.3348236799243525
21,41253,-459.45300831542437,0.3333333333333333,0.5063820324083338
22,41532,-421.2688043286659,0.0,0.5141493375681684
23,41523,-456.72459138511476,0.20016370107499157,0.3813449574488838
24,34251,-469.455282329492,0.3333333333333333,0.14088222179857918
25,34215,-460.88612565403844,0.0,0.2034772795642091
26,34521,-467.75708413469965,0.0,0.08348119303888214
27,34512,-448.78182817904104,0.0,0.32394989986138306
28,34125,-430.0282656263968,0.0,0.45955817670983
29,34152,-405.6253593204744,0.0,0.6045022700593832
30,32451,-469.17419079264,0.3333333333333333,0.0
31,32415,-469.17419079264,0.3333333333333333,0.0
32,32541,-469.2067057904497,0.3333333333333333,0.0011369511117276954
33,32514,-469.17419079264,0.3333333333333333,0.0
34,32145,-462.4327613464188,0.0,0.18316468977809475
35,32154,-469.46795348573124,0.3333333333333333,0.1082666114262352
36,35421,-469.17419079264,0.3333333333333333,0.0
37,35412,-469.17419079264,0.3333333333333333,0.0
38,35241,-469.17419079264,0.3333333333333333,0.0
39,35214,-469.17419079264,0.3333333333333333,0.0
40,35142,-446.7892622267896,0.0,0.3402480276296231
41,35124,-467.0104689212684,0.0,0.10324155891686448
42,31425,-380.12065796080606,0.0,0.7409995629409004
43,31452,-341.674407150949,0.0,0.937732376729506
44,31245,-433.6102636979076,0.0,0.43604087480773035
45,31254,-445.23935653749754,0.3333333333333333,0.7492550111707461
46,31542,-401.937601627022,0.0,0.6248648937141804
47,31524,-442.3850927119348,0.2808937616327121,0.683937081570195
48,24351,-469.17419079264,0.3333333333333333,0.0
49,24315,-469.17419079264,0.3333333333333333,0.0
50,24531,-469.17419079264,0.3333333333333333,0.0
51,24513,-469.17419079264,0.3333333333333333,0.0
52,24135,-469.17419079264,0.3333333333333333,0.0
53,24153,-469.17419079264,0.3333333333333333,0.0
54,23451,-469.17419079264,0.3333333333333333,0.0
55,23415,-469.17419079264,0.3333333333333333,0.0
56,23541,-469.17419079264,0.3333333333333333,0.0
57,23514,-469.17419079264,0.3333333333333333,0.0
58,23145,-469.17419079264,0.3333333333333333,0.0
59,23154,-469.17419079264,0.3333333333333333,0.0
60,25431,-469.17419079264,0.3333333333333333,0.0
61,25413,-469.17419079264,0.3333333333333333,0.0
62,25341,-469.17419079264,0.3333333333333333,0.0
63,25314,-469.17419079264,0.3333333333333333,0.0
64,25143,-469.17419079264,0.3333333333333333,0.0
65,25134,-469.17419079264,0.3333333333333333,0.0
66,21435,-469.17419079264,0.3333333333333333,0.0
67,21453,-469.7037468717918,0.3333333333333333,0.05490500225455766
68,21345,-465.32239667431867,0.0,0.1380135194613956
69,21354,-469.63639372315157,0.3333333333333333,0.12016906163798902
70,21543,-469.90175646661237,0.3333333333333333,0.03706697045193523
71,21534,-469.1908184105687,0.3333333333333333,0.0009107753307856336
72,54321,-469.17419079264,0.3333333333333333,0.0
73,54312,-469.17419079264,0.3333333333333333,0.0
74,54231,-469.17419079264,0.3333333333333333,0.0
75,54213,-469.17419079264,0.3333333333333333,0.0
76,54132,-469.17419079264,0.3274272536942719,0.0
77,54123,-469.17419079264,0.3333333333333333,0.0
78,53421,-469.17419079264,0.3333333333333333,0.0
79,53412,-469.17419079264,0.3333333333333333,0.0
80,53241,-469.17419079264,0.3333333333333333,0.0
81,53214,-469.17419079264,0.3333333333333333,0.0
82,53142,-469.17419079264,0.28148933179343144,0.0
83,53124,-469.17419079264,0.3333333333333333,0.0
84,52431,-469.17419079264,0.3333333333333333,0.0
85,52413,-469.17419079264,0.3333333333333333,0.0
86,52341,-469.17419079264,0.3333333333333333,0.0
87,52314,-469.17419079264,0.3333333333333333,0.0
88,52143,-469.17419079264,0.3333333333333333,0.0
89,52134,-469.17419079264,0.3333333333333333,0.0
90,51432,-455.26203426930044,0.0,0.2654453340452797
91,51423,-469.0808719191749,0.07790611313726545,0.02493287865436221
92,51342,-447.4643209197485,0.0,0.33479522342702417
93,51324,-467.21194611437545,0.0,0.09829541466837682
94,51243,-469.7592258076362,0.3333333333333333,0.04230605372353329
95,51234,-469.26167705361854,0.3333333333333333,0.007006406899126006
96,14325,-321.82612379956214,0.25576866255771996,1.7220337452330947
97,14352,-285.72632981540687,0.0,1.2305840482712644
98,14235,-379.45525658671926,0.3333333333333333,1.490918394260649
99,14253,-379.5442584591738,0.3333333333333333,1.4418675072759888
100,14532,-363.0247073934394,0.1702098648996565,1.1346940800700285
