actual_b_vals,time_avg,time_std,pred_b_avg,pred_b_std,pred_phi_avg,pred_phi_std,log_like_avg,log_like_std
2.000000000000000111e-01,1.269458929697672600e+00,3.909844938915167378e-01,3.848474926616673453e-01,6.212430725653330515e-02,1.042686709171651627e+00,4.654333019118843395e-02,-1.517453381469223359e+02,4.421008957212340107e-01
